first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2019-07-01,318,Hacksaw,19.99,8
Rieekan,Gordon,7641 Park Avenue,Fort Smith,AR,72916,2019-07-01,311,Hammer,8.27,3
On Medon,Curtis,4469 Valley Road,Caldwell,KS,67022,2019-07-01,327,Ladder,80.0,8
On Medon,Curtis,4469 Valley Road,Caldwell,KS,67022,2019-07-01,318,Hacksaw,19.99,3
Shmi,Hunt,9978 Sycamore Drive,Ensenada,PR,00647,2019-07-02,304,Bolt,1.0,3
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,322,Monkeywrench,29.95,6
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,315,Pliers,15.99,3
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,317,Level,16.99,9
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,301,Nail,0.25,4
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,314,Mallet,12.0,3
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,321,Axe,27.99,6
Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,2019-07-03,306,Clamp,2.99,8
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,306,Clamp,2.99,6
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,307,Sandpaper,3.0,3
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,314,Mallet,12.0,9
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,316,Anvil,16.2,4
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,313,Wrench,11.0,3
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,321,Axe,27.99,6
Orn Free Taa,Burke,896 Lake Street,Tempe,AZ,85283,2019-07-03,324,Wire,37.0,8
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-07-03,307,Sandpaper,3.0,6
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-07-03,305,Bradawl,1.99,3
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-07-03,321,Axe,27.99,9
