first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,315,Pliers,15.99,9
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,321,Axe,27.99,3
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,314,Mallet,12.0,9
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,303,Screw,0.5,6
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,309,Chisel,4.99,5
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,312,Plane,10.99,9
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,329,Chainsaw,499.99,1
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-06-01,317,Level,16.99,9
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,315,Pliers,15.99,9
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,302,Nut,0.25,3
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,317,Level,16.99,9
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,300,Washer,0.1,6
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,322,Monkeywrench,29.95,5
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,329,Chainsaw,499.99,9
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,301,Nail,0.25,1
Rey,Oneill,8718 9th Street,Greenville,SC,29617,2019-06-01,324,Wire,37.0,9
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,307,Sandpaper,3.0,9
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,308,Screwdriver,3.0,3
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,304,Bolt,1.0,9
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,313,Wrench,11.0,6
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,303,Screw,0.5,5
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,322,Monkeywrench,29.95,9
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,316,Anvil,16.2,1
Dodonna,Johnston,5917 3rd Street East,Dundee,MI,48131,2019-06-01,325,Toolbox,50.0,9
C-3Po,Walters,6134 Valley Road,Arnold,MD,21012,2019-06-01,325,Toolbox,50.0,9
C-3Po,Walters,6134 Valley Road,Arnold,MD,21012,2019-06-01,327,Ladder,80.0,3
C-3Po,Walters,6134 Valley Road,Arnold,MD,21012,2019-06-01,317,Level,16.99,9
C-3Po,Walters,6134 Valley Road,Arnold,MD,21012,2019-06-01,305,Bradawl,1.99,6
C-3Po,Walters,6134 Valley Road,Arnold,MD,21012,2019-06-01,318,Hacksaw,19.99,5
C-3Po,Walters,6134 Valley Road,Arnold,MD,21012,2019-06-01,304,Bolt,1.0,9
