first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Piett,Schmidt,6242 Lake Street,Birmingham,AL,35212,2020-09-01,326,Drill,69.0,5
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2020-09-02,311,Hammer,8.27,3
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2020-09-02,313,Wrench,11.0,5
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2020-09-02,325,Toolbox,50.0,7
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2020-09-02,305,Bradawl,1.99,7
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2020-09-02,308,Screwdriver,3.0,8
Shmi,Barker,1782 Pheasant Run,Newcastle,NE,68757,2020-09-02,319,Paint,19.99,3
Shmi,Barker,1782 Pheasant Run,Newcastle,NE,68757,2020-09-02,326,Drill,69.0,5
Shmi,Barker,1782 Pheasant Run,Newcastle,NE,68757,2020-09-02,304,Bolt,1.0,7
Shmi,Barker,1782 Pheasant Run,Newcastle,NE,68757,2020-09-02,321,Axe,27.99,7
Shmi,Barker,1782 Pheasant Run,Newcastle,NE,68757,2020-09-02,314,Mallet,12.0,8
Dodonna,Francis,8070 Briarwood Court,Buckland,AK,99727,2020-09-02,302,Nut,0.25,3
Dodonna,Francis,8070 Briarwood Court,Buckland,AK,99727,2020-09-02,306,Clamp,2.99,5
Dodonna,Francis,8070 Briarwood Court,Buckland,AK,99727,2020-09-02,300,Washer,0.1,7
Dodonna,Francis,8070 Briarwood Court,Buckland,AK,99727,2020-09-02,321,Axe,27.99,7
Dodonna,Francis,8070 Briarwood Court,Buckland,AK,99727,2020-09-02,315,Pliers,15.99,8
Plo Koon,Aguilar,5657 Devon Road,Roslyn,WA,98941,2020-09-02,323,Hatchet,35.99,3
Plo Koon,Aguilar,5657 Devon Road,Roslyn,WA,98941,2020-09-02,304,Bolt,1.0,5
Plo Koon,Aguilar,5657 Devon Road,Roslyn,WA,98941,2020-09-02,318,Hacksaw,19.99,7
Plo Koon,Aguilar,5657 Devon Road,Roslyn,WA,98941,2020-09-02,307,Sandpaper,3.0,7
Plo Koon,Aguilar,5657 Devon Road,Roslyn,WA,98941,2020-09-02,320,Saw,20.99,8
Unkar Plutt,Woodward,5772 4th Street,Riverton,IA,51650,2020-09-02,322,Monkeywrench,29.95,3
Unkar Plutt,Woodward,5772 4th Street,Riverton,IA,51650,2020-09-02,303,Screw,0.5,5
Unkar Plutt,Woodward,5772 4th Street,Riverton,IA,51650,2020-09-02,309,Chisel,4.99,7
Unkar Plutt,Woodward,5772 4th Street,Riverton,IA,51650,2020-09-02,328,Workbench,300.0,7
Unkar Plutt,Woodward,5772 4th Street,Riverton,IA,51650,2020-09-02,306,Clamp,2.99,8
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2020-09-03,317,Level,16.99,2
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2020-09-03,326,Drill,69.0,5
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2020-09-03,325,Toolbox,50.0,8
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2020-09-03,304,Bolt,1.0,4
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2020-09-03,320,Saw,20.99,2
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2020-09-03,324,Wire,37.0,2
Lieutenant Mitaka,Rodriguez,3816 5th Street East,Smiths Grove,KY,42171,2020-09-03,305,Bradawl,1.99,2
Lieutenant Mitaka,Rodriguez,3816 5th Street East,Smiths Grove,KY,42171,2020-09-03,312,Plane,10.99,5
Lieutenant Mitaka,Rodriguez,3816 5th Street East,Smiths Grove,KY,42171,2020-09-03,317,Level,16.99,8
Lieutenant Mitaka,Rodriguez,3816 5th Street East,Smiths Grove,KY,42171,2020-09-03,303,Screw,0.5,4
Lieutenant Mitaka,Rodriguez,3816 5th Street East,Smiths Grove,KY,42171,2020-09-03,300,Washer,0.1,2
Lieutenant Mitaka,Rodriguez,3816 5th Street East,Smiths Grove,KY,42171,2020-09-03,327,Ladder,80.0,2
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-09-03,329,Chainsaw,499.99,2
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-09-03,301,Nail,0.25,5
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-09-03,304,Bolt,1.0,8
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-09-03,310,Scraper,7.99,4
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-09-03,308,Screwdriver,3.0,2
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2020-09-03,302,Nut,0.25,2
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2020-09-03,317,Level,16.99,2
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2020-09-03,312,Plane,10.99,5
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2020-09-03,307,Sandpaper,3.0,8
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2020-09-03,320,Saw,20.99,4
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2020-09-03,302,Nut,0.25,2
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2020-09-03,329,Chainsaw,499.99,2
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-09-03,329,Chainsaw,499.99,2
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-09-03,314,Mallet,12.0,5
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-09-03,307,Sandpaper,3.0,8
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-09-03,327,Ladder,80.0,4
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-09-03,304,Bolt,1.0,2
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-09-03,325,Toolbox,50.0,2
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2020-09-03,318,Hacksaw,19.99,2
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2020-09-03,303,Screw,0.5,5
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2020-09-03,329,Chainsaw,499.99,8
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2020-09-03,321,Axe,27.99,4
