first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Senator Ask Aak,Mitchell,3854 Walnut Street,Modoc,IN,47358,2020-05-01,324,Wire,37.0,4
Senator Ask Aak,Mitchell,3854 Walnut Street,Modoc,IN,47358,2020-05-01,315,Pliers,15.99,9
Senator Ask Aak,Mitchell,3854 Walnut Street,Modoc,IN,47358,2020-05-01,304,Bolt,1.0,8
Senator Ask Aak,Mitchell,3854 Walnut Street,Modoc,IN,47358,2020-05-01,303,Screw,0.5,4
Senator Ask Aak,Mitchell,3854 Walnut Street,Modoc,IN,47358,2020-05-01,325,Toolbox,50.0,7
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-05-01,306,Clamp,2.99,4
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-05-01,322,Monkeywrench,29.95,9
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-05-01,312,Plane,10.99,8
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-05-01,313,Wrench,11.0,4
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-05-01,325,Toolbox,50.0,7
Jango Fett,Jimenez,3344 Lake Avenue,Norfolk,VA,23505,2020-05-01,304,Bolt,1.0,4
Jango Fett,Jimenez,3344 Lake Avenue,Norfolk,VA,23505,2020-05-01,307,Sandpaper,3.0,9
Jango Fett,Jimenez,3344 Lake Avenue,Norfolk,VA,23505,2020-05-01,320,Saw,20.99,8
Jango Fett,Jimenez,3344 Lake Avenue,Norfolk,VA,23505,2020-05-01,301,Nail,0.25,4
Jango Fett,Jimenez,3344 Lake Avenue,Norfolk,VA,23505,2020-05-01,329,Chainsaw,499.99,7
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2020-05-01,305,Bradawl,1.99,4
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2020-05-01,329,Chainsaw,499.99,9
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2020-05-01,321,Axe,27.99,8
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2020-05-01,316,Anvil,16.2,4
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2020-05-01,314,Mallet,12.0,7
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-05-01,315,Pliers,15.99,4
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-05-01,318,Hacksaw,19.99,9
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-05-01,327,Ladder,80.0,8
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-05-01,320,Saw,20.99,4
Shmi,Thornton,7013 Beechwood Drive,Saint Johns,AZ,85936,2020-05-01,328,Workbench,300.0,7
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2020-05-02,311,Hammer,8.27,6
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2020-05-02,303,Screw,0.5,3
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2020-05-02,325,Toolbox,50.0,9
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2020-05-02,308,Screwdriver,3.0,8
Shmi,Doyle,4288 Devon Road,Fort Lawn,SC,29714,2020-05-02,319,Paint,19.99,6
Shmi,Doyle,4288 Devon Road,Fort Lawn,SC,29714,2020-05-02,329,Chainsaw,499.99,3
Shmi,Doyle,4288 Devon Road,Fort Lawn,SC,29714,2020-05-02,302,Nut,0.25,9
Shmi,Doyle,4288 Devon Road,Fort Lawn,SC,29714,2020-05-02,327,Ladder,80.0,8
Bala-Tik,Walker,8497 Washington Street,Greenwood,DE,19950,2020-05-02,315,Pliers,15.99,6
Bala-Tik,Walker,8497 Washington Street,Greenwood,DE,19950,2020-05-02,302,Nut,0.25,3
Bala-Tik,Walker,8497 Washington Street,Greenwood,DE,19950,2020-05-02,309,Chisel,4.99,9
Bala-Tik,Walker,8497 Washington Street,Greenwood,DE,19950,2020-05-02,316,Anvil,16.2,8
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-05-02,310,Scraper,7.99,6
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-05-02,309,Chisel,4.99,3
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-05-02,302,Nut,0.25,9
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-05-02,308,Screwdriver,3.0,8
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,329,Chainsaw,499.99,5
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,305,Bradawl,1.99,2
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,306,Clamp,2.99,9
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,309,Chisel,4.99,3
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,320,Saw,20.99,2
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,312,Plane,10.99,8
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,317,Level,16.99,8
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,328,Workbench,300.0,7
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,327,Ladder,80.0,1
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,326,Drill,69.0,3
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,325,Toolbox,50.0,3
Bala-Tik,Benson,3204 Jackson Avenue,Teller,AK,99778,2020-05-03,321,Axe,27.99,6
Tc-14,Walters,4957 Sycamore Street,Roann,IN,46974,2020-05-03,325,Toolbox,50.0,5
Tc-14,Walters,4957 Sycamore Street,Roann,IN,46974,2020-05-03,319,Paint,19.99,2
Tc-14,Walters,4957 Sycamore Street,Roann,IN,46974,2020-05-03,310,Scraper,7.99,9
Tc-14,Walters,4957 Sycamore Street,Roann,IN,46974,2020-05-03,322,Monkeywrench,29.95,3
Tc-14,Walters,4957 Sycamore Street,Roann,IN,46974,2020-05-03,323,Hatchet,35.99,2
Tc-14,Walters,4957 Sycamore Street,Roann,IN,46974,2020-05-03,304,Bolt,1.0,8
