first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-01,305,Bradawl,1.99,7
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-01,301,Nail,0.25,7
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-01,307,Sandpaper,3.0,4
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-01,329,Chainsaw,499.99,9
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-01,326,Drill,69.0,6
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-01,319,Paint,19.99,7
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-01,303,Screw,0.5,7
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-01,321,Axe,27.99,4
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-01,307,Sandpaper,3.0,9
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-01,315,Pliers,15.99,6
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2019-09-01,315,Pliers,15.99,7
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2019-09-01,307,Sandpaper,3.0,7
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2019-09-01,311,Hammer,8.27,4
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2019-09-01,310,Scraper,7.99,9
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2019-09-01,308,Screwdriver,3.0,6
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-09-01,329,Chainsaw,499.99,7
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-09-01,311,Hammer,8.27,7
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-09-01,301,Nail,0.25,4
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-09-01,326,Drill,69.0,9
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-09-01,328,Workbench,300.0,6
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-01,324,Wire,37.0,7
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-01,305,Bradawl,1.99,7
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-01,325,Toolbox,50.0,4
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-01,326,Drill,69.0,9
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-01,319,Paint,19.99,6
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2019-09-02,301,Nail,0.25,6
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2019-09-02,309,Chisel,4.99,5
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2019-09-02,322,Monkeywrench,29.95,9
Taun We,Oneill,5827 Jefferson Court,Linn,MO,65051,2019-09-02,310,Scraper,7.99,6
Taun We,Oneill,5827 Jefferson Court,Linn,MO,65051,2019-09-02,306,Clamp,2.99,5
Taun We,Oneill,5827 Jefferson Court,Linn,MO,65051,2019-09-02,324,Wire,37.0,9
Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,2019-09-02,304,Bolt,1.0,6
Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,2019-09-02,319,Paint,19.99,5
Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,2019-09-02,327,Ladder,80.0,9
Captain Antilles,Walters,4285 Pheasant Run,Haleiwa,HI,96712,2019-09-03,328,Workbench,300.0,6
Captain Antilles,Walters,4285 Pheasant Run,Haleiwa,HI,96712,2019-09-03,325,Toolbox,50.0,1
Captain Antilles,Walters,4285 Pheasant Run,Haleiwa,HI,96712,2019-09-03,303,Screw,0.5,8
Captain Antilles,Walters,4285 Pheasant Run,Haleiwa,HI,96712,2019-09-03,320,Saw,20.99,6
Captain Antilles,Walters,4285 Pheasant Run,Haleiwa,HI,96712,2019-09-03,329,Chainsaw,499.99,5
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-03,304,Bolt,1.0,6
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-03,303,Screw,0.5,1
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-03,302,Nut,0.25,8
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-03,325,Toolbox,50.0,6
Beru,Jimenez,1846 Edgewood Road,Raleigh,NC,27605,2019-09-03,313,Wrench,11.0,5
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-03,327,Ladder,80.0,6
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-03,305,Bradawl,1.99,1
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-03,308,Screwdriver,3.0,8
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-03,315,Pliers,15.99,6
Rieekan,Bass,8798 Jackson Avenue,Cotulla,TX,78014,2019-09-03,310,Scraper,7.99,5
Clone Commander Cody,Lara,9537 4th Street,Lake Ozark,MO,65049,2019-09-03,302,Nut,0.25,6
Clone Commander Cody,Lara,9537 4th Street,Lake Ozark,MO,65049,2019-09-03,303,Screw,0.5,1
Clone Commander Cody,Lara,9537 4th Street,Lake Ozark,MO,65049,2019-09-03,323,Hatchet,35.99,8
Clone Commander Cody,Lara,9537 4th Street,Lake Ozark,MO,65049,2019-09-03,319,Paint,19.99,6
Clone Commander Cody,Lara,9537 4th Street,Lake Ozark,MO,65049,2019-09-03,327,Ladder,80.0,5
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-09-03,305,Bradawl,1.99,6
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-09-03,304,Bolt,1.0,1
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-09-03,308,Screwdriver,3.0,8
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-09-03,317,Level,16.99,6
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-09-03,329,Chainsaw,499.99,5
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,303,Screw,0.5,3
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,323,Hatchet,35.99,5
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,321,Axe,27.99,1
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,327,Ladder,80.0,2
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,329,Chainsaw,499.99,6
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,305,Bradawl,1.99,9
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,326,Drill,69.0,3
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,304,Bolt,1.0,7
Orn Free Taa,Greene,1746 Route 44,Wiggins,CO,80654,2019-09-04,310,Scraper,7.99,9
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,329,Chainsaw,499.99,3
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,321,Axe,27.99,5
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,320,Saw,20.99,1
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,307,Sandpaper,3.0,2
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,326,Drill,69.0,6
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,314,Mallet,12.0,9
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-09-04,324,Wire,37.0,3
