first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,325,Toolbox,50.0,4
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,318,Hacksaw,19.99,3
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,329,Chainsaw,499.99,7
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,322,Monkeywrench,29.95,7
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,327,Ladder,80.0,7
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,316,Anvil,16.2,9
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,309,Chisel,4.99,5
Sun Rit,Thornton,2413 Inverness Drive,Elizabeth,LA,70638,2020-08-01,323,Hatchet,35.99,2
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,321,Axe,27.99,4
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,302,Nut,0.25,3
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,322,Monkeywrench,29.95,7
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,312,Plane,10.99,7
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,308,Screwdriver,3.0,7
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,303,Screw,0.5,9
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,311,Hammer,8.27,5
Captain Antilles,Walters,8754 2nd Street,Douglassville,TX,75560,2020-08-01,319,Paint,19.99,2
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,303,Screw,0.5,4
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,300,Washer,0.1,3
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,324,Wire,37.0,7
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,325,Toolbox,50.0,7
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,315,Pliers,15.99,7
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,310,Scraper,7.99,9
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,318,Hacksaw,19.99,5
Motti,Doyle,5749 Old York,Marble Canyon,AZ,86036,2020-08-01,321,Axe,27.99,2
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,322,Monkeywrench,29.95,4
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,301,Nail,0.25,3
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,304,Bolt,1.0,7
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,303,Screw,0.5,7
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,315,Pliers,15.99,7
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,306,Clamp,2.99,9
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,305,Bradawl,1.99,5
Plo Koon,Mcbride,1716 Prospect Street,Wellesley,MA,02482,2020-08-01,313,Wrench,11.0,2
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,307,Sandpaper,3.0,4
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,303,Screw,0.5,3
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,323,Hatchet,35.99,7
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,304,Bolt,1.0,7
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,325,Toolbox,50.0,7
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,317,Level,16.99,9
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,328,Workbench,300.0,5
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2020-08-01,309,Chisel,4.99,2
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,305,Bradawl,1.99,4
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,323,Hatchet,35.99,3
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,326,Drill,69.0,7
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,308,Screwdriver,3.0,7
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,316,Anvil,16.2,7
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,300,Washer,0.1,9
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,314,Mallet,12.0,5
Mace Windu,Woodward,5655 Jefferson Court,Milan,NM,87021,2020-08-01,315,Pliers,15.99,2
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,322,Monkeywrench,29.95,4
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,312,Plane,10.99,3
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,302,Nut,0.25,7
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,329,Chainsaw,499.99,7
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,327,Ladder,80.0,7
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,315,Pliers,15.99,9
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,323,Hatchet,35.99,5
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2020-08-01,307,Sandpaper,3.0,2
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,316,Anvil,16.2,4
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,320,Saw,20.99,3
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,327,Ladder,80.0,7
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,321,Axe,27.99,7
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,306,Clamp,2.99,7
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,329,Chainsaw,499.99,9
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,304,Bolt,1.0,5
Nute Gunray,Ferguson,7551 Franklin Court,Bartlett,NE,68622,2020-08-01,322,Monkeywrench,29.95,2
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,308,Screwdriver,3.0,4
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,319,Paint,19.99,1
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,325,Toolbox,50.0,8
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,324,Wire,37.0,5
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,304,Bolt,1.0,1
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,328,Workbench,300.0,1
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,309,Chisel,4.99,9
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,312,Plane,10.99,4
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,315,Pliers,15.99,5
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,322,Monkeywrench,29.95,6
Rey,Alvarez,3112 Madison Street,Palmer,MA,01069,2020-08-02,321,Axe,27.99,9
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,325,Toolbox,50.0,4
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,303,Screw,0.5,1
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,320,Saw,20.99,8
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,327,Ladder,80.0,5
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,326,Drill,69.0,1
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,301,Nail,0.25,1
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,307,Sandpaper,3.0,9
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,321,Axe,27.99,4
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,323,Hatchet,35.99,5
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,308,Screwdriver,3.0,6
Snap,Ingram,6563 Jackson Avenue,Judith Gap,MT,59453,2020-08-02,322,Monkeywrench,29.95,9
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,304,Bolt,1.0,4
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,305,Bradawl,1.99,1
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,313,Wrench,11.0,8
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,310,Scraper,7.99,5
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,308,Screwdriver,3.0,1
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,300,Washer,0.1,1
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,311,Hammer,8.27,9
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,323,Hatchet,35.99,4
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,325,Toolbox,50.0,5
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,315,Pliers,15.99,6
Colonel Datoo,Johnston,7994 West Avenue,Richmond,VA,23226,2020-08-02,329,Chainsaw,499.99,9
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,306,Clamp,2.99,4
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,329,Chainsaw,499.99,1
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,308,Screwdriver,3.0,8
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,321,Axe,27.99,5
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,323,Hatchet,35.99,1
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,322,Monkeywrench,29.95,1
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,311,Hammer,8.27,9
Captain Antilles,Jimenez,1677 2nd Street East,Washington,DC,20551,2020-08-02,303,Screw,0.5,4
