first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Orn Free Taa,Woodward,7670 Madison Street,Terreton,ID,83450,2019-08-01,316,Anvil,16.2,7
Orn Free Taa,Woodward,7670 Madison Street,Terreton,ID,83450,2019-08-01,305,Bradawl,1.99,9
Orn Free Taa,Woodward,7670 Madison Street,Terreton,ID,83450,2019-08-01,304,Bolt,1.0,6
Orn Free Taa,Woodward,7670 Madison Street,Terreton,ID,83450,2019-08-01,323,Hatchet,35.99,6
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2019-08-01,308,Screwdriver,3.0,7
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2019-08-01,318,Hacksaw,19.99,9
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2019-08-01,322,Monkeywrench,29.95,6
Lama Su,Schmidt,2556 Main Street,Suches,GA,30572,2019-08-01,327,Ladder,80.0,6
Jabba,Le,3033 Route 44,Rentiesville,OK,74459,2019-08-01,321,Axe,27.99,7
Jabba,Le,3033 Route 44,Rentiesville,OK,74459,2019-08-01,300,Washer,0.1,9
Jabba,Le,3033 Route 44,Rentiesville,OK,74459,2019-08-01,326,Drill,69.0,6
Jabba,Le,3033 Route 44,Rentiesville,OK,74459,2019-08-01,315,Pliers,15.99,6
Captain Antilles,Adams,8402 Lake Street,Washington,ME,04574,2019-08-01,321,Axe,27.99,7
Captain Antilles,Adams,8402 Lake Street,Washington,ME,04574,2019-08-01,303,Screw,0.5,9
Captain Antilles,Adams,8402 Lake Street,Washington,ME,04574,2019-08-01,317,Level,16.99,6
Captain Antilles,Adams,8402 Lake Street,Washington,ME,04574,2019-08-01,307,Sandpaper,3.0,6
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,326,Drill,69.0,6
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,310,Scraper,7.99,4
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,319,Paint,19.99,9
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,323,Hatchet,35.99,5
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,301,Nail,0.25,4
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,313,Wrench,11.0,2
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-08-02,317,Level,16.99,7
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-08-02,320,Saw,20.99,6
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-08-02,315,Pliers,15.99,4
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-08-02,309,Chisel,4.99,9
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-08-02,310,Scraper,7.99,5
Tc-14,Miller,6618 Lake Avenue,Sanbornville,NH,03872,2019-08-02,306,Clamp,2.99,4
