first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-04-01,318,Hacksaw,19.99,2
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-04-01,326,Drill,69.0,9
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-04-01,309,Chisel,4.99,4
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-04-01,321,Axe,27.99,8
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-04-01,313,Wrench,11.0,3
Lieutenant Mitaka,Rivera,7871 Valley Road,Neshanic Station,NJ,08853,2019-04-01,326,Drill,69.0,2
Lieutenant Mitaka,Rivera,7871 Valley Road,Neshanic Station,NJ,08853,2019-04-01,327,Ladder,80.0,9
Lieutenant Mitaka,Rivera,7871 Valley Road,Neshanic Station,NJ,08853,2019-04-01,312,Plane,10.99,4
Lieutenant Mitaka,Rivera,7871 Valley Road,Neshanic Station,NJ,08853,2019-04-01,302,Nut,0.25,8
Lieutenant Mitaka,Rivera,7871 Valley Road,Neshanic Station,NJ,08853,2019-04-01,314,Mallet,12.0,3
Nute Gunray,Jennings,9525 Route 1,East Orange,NJ,07018,2019-04-01,316,Anvil,16.2,2
Nute Gunray,Jennings,9525 Route 1,East Orange,NJ,07018,2019-04-01,305,Bradawl,1.99,9
Nute Gunray,Jennings,9525 Route 1,East Orange,NJ,07018,2019-04-01,319,Paint,19.99,4
Nute Gunray,Jennings,9525 Route 1,East Orange,NJ,07018,2019-04-01,306,Clamp,2.99,8
Nute Gunray,Jennings,9525 Route 1,East Orange,NJ,07018,2019-04-01,308,Screwdriver,3.0,3
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-04-01,307,Sandpaper,3.0,2
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-04-01,324,Wire,37.0,9
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-04-01,329,Chainsaw,499.99,4
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-04-01,306,Clamp,2.99,8
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-04-01,323,Hatchet,35.99,3
Tey How,Mccarthy,5313 9th Street,Memphis,TN,38104,2019-04-01,317,Level,16.99,2
Tey How,Mccarthy,5313 9th Street,Memphis,TN,38104,2019-04-01,316,Anvil,16.2,9
Tey How,Mccarthy,5313 9th Street,Memphis,TN,38104,2019-04-01,308,Screwdriver,3.0,4
Tey How,Mccarthy,5313 9th Street,Memphis,TN,38104,2019-04-01,314,Mallet,12.0,8
Tey How,Mccarthy,5313 9th Street,Memphis,TN,38104,2019-04-01,315,Pliers,15.99,3
Senator Ask Aak,Adams,487 Front Street South,Mendota,VA,24270,2019-04-02,319,Paint,19.99,8
Senator Ask Aak,Adams,487 Front Street South,Mendota,VA,24270,2019-04-02,307,Sandpaper,3.0,6
Rey,Miller,9379 Beechwood Drive,Petersburg,OH,44454,2019-04-02,309,Chisel,4.99,8
Rey,Miller,9379 Beechwood Drive,Petersburg,OH,44454,2019-04-02,300,Washer,0.1,6
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-04-03,323,Hatchet,35.99,5
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-04-03,317,Level,16.99,6
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-04-03,311,Hammer,8.27,7
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-04-03,316,Anvil,16.2,6
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-04-03,314,Mallet,12.0,4
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-04-03,300,Washer,0.1,5
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-04-03,324,Wire,37.0,6
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-04-03,323,Hatchet,35.99,7
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-04-03,328,Workbench,300.0,6
Tey How,Barker,4683 Lexington Court,East Wallingford,VT,05742,2019-04-03,318,Hacksaw,19.99,4
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-03,314,Mallet,12.0,5
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-03,329,Chainsaw,499.99,6
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-03,310,Scraper,7.99,7
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-03,319,Paint,19.99,6
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-03,328,Workbench,300.0,4
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2019-04-03,314,Mallet,12.0,5
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2019-04-03,307,Sandpaper,3.0,6
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2019-04-03,323,Hatchet,35.99,7
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2019-04-03,329,Chainsaw,499.99,6
Dodonna,Barker,6191 Madison Street,Alexandria,MO,63430,2019-04-03,305,Bradawl,1.99,4
Padme,Benson,6999 Route 44,Napier,WV,26631,2019-04-03,315,Pliers,15.99,5
Padme,Benson,6999 Route 44,Napier,WV,26631,2019-04-03,316,Anvil,16.2,6
Padme,Benson,6999 Route 44,Napier,WV,26631,2019-04-03,301,Nail,0.25,7
Padme,Benson,6999 Route 44,Napier,WV,26631,2019-04-03,328,Workbench,300.0,6
Padme,Benson,6999 Route 44,Napier,WV,26631,2019-04-03,307,Sandpaper,3.0,4
Plo Koon,Thornton,3878 Park Avenue,Avilla,MO,64833,2019-04-04,311,Hammer,8.27,5
Plo Koon,Thornton,3878 Park Avenue,Avilla,MO,64833,2019-04-04,302,Nut,0.25,4
Plo Koon,Thornton,3878 Park Avenue,Avilla,MO,64833,2019-04-04,326,Drill,69.0,6
Plo Koon,Thornton,3878 Park Avenue,Avilla,MO,64833,2019-04-04,310,Scraper,7.99,1
Plo Koon,Thornton,3878 Park Avenue,Avilla,MO,64833,2019-04-04,324,Wire,37.0,1
Plo Koon,Thornton,3878 Park Avenue,Avilla,MO,64833,2019-04-04,307,Sandpaper,3.0,5
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-04-04,323,Hatchet,35.99,5
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-04-04,300,Washer,0.1,4
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-04-04,317,Level,16.99,6
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-04-04,329,Chainsaw,499.99,1
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-04-04,326,Drill,69.0,1
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-04-04,324,Wire,37.0,5
Bib Fortuna,Elliott,5364 Heather Lane,Gig Harbor,WA,98335,2019-04-04,324,Wire,37.0,5
Bib Fortuna,Elliott,5364 Heather Lane,Gig Harbor,WA,98335,2019-04-04,309,Chisel,4.99,4
Bib Fortuna,Elliott,5364 Heather Lane,Gig Harbor,WA,98335,2019-04-04,325,Toolbox,50.0,6
Bib Fortuna,Elliott,5364 Heather Lane,Gig Harbor,WA,98335,2019-04-04,317,Level,16.99,1
Bib Fortuna,Elliott,5364 Heather Lane,Gig Harbor,WA,98335,2019-04-04,305,Bradawl,1.99,1
Bib Fortuna,Elliott,5364 Heather Lane,Gig Harbor,WA,98335,2019-04-04,318,Hacksaw,19.99,5
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-04-04,325,Toolbox,50.0,5
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-04-04,328,Workbench,300.0,4
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-04-04,313,Wrench,11.0,6
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-04-04,323,Hatchet,35.99,1
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-04-04,314,Mallet,12.0,1
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-04-04,309,Chisel,4.99,5
Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,2019-04-04,306,Clamp,2.99,5
Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,2019-04-04,319,Paint,19.99,4
Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,2019-04-04,305,Bradawl,1.99,6
Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,2019-04-04,307,Sandpaper,3.0,1
Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,2019-04-04,326,Drill,69.0,1
Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,2019-04-04,327,Ladder,80.0,5
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-04-04,313,Wrench,11.0,5
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-04-04,314,Mallet,12.0,4
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-04-04,300,Washer,0.1,6
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-04-04,316,Anvil,16.2,1
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-04-04,328,Workbench,300.0,1
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-04-04,303,Screw,0.5,5
Gold Leader,Todd,508 Magnolia Court,Memphis,TN,38119,2019-04-05,326,Drill,69.0,7
Gold Leader,Todd,508 Magnolia Court,Memphis,TN,38119,2019-04-05,322,Monkeywrench,29.95,6
Gold Leader,Todd,508 Magnolia Court,Memphis,TN,38119,2019-04-05,315,Pliers,15.99,4
Gold Leader,Todd,508 Magnolia Court,Memphis,TN,38119,2019-04-05,321,Axe,27.99,8
Gold Leader,Todd,508 Magnolia Court,Memphis,TN,38119,2019-04-05,316,Anvil,16.2,9
Gold Leader,Todd,508 Magnolia Court,Memphis,TN,38119,2019-04-05,318,Hacksaw,19.99,4
Colonel Datoo,Jennings,2331 Jackson Avenue,Brooklyn,MD,21225,2019-04-05,310,Scraper,7.99,7
Colonel Datoo,Jennings,2331 Jackson Avenue,Brooklyn,MD,21225,2019-04-05,304,Bolt,1.0,6
Colonel Datoo,Jennings,2331 Jackson Avenue,Brooklyn,MD,21225,2019-04-05,309,Chisel,4.99,4
Colonel Datoo,Jennings,2331 Jackson Avenue,Brooklyn,MD,21225,2019-04-05,326,Drill,69.0,8
Colonel Datoo,Jennings,2331 Jackson Avenue,Brooklyn,MD,21225,2019-04-05,327,Ladder,80.0,9
Colonel Datoo,Jennings,2331 Jackson Avenue,Brooklyn,MD,21225,2019-04-05,323,Hatchet,35.99,4
Motti,Adams,8896 Pheasant Run,Ranson,WV,25438,2019-04-05,326,Drill,69.0,7
Motti,Adams,8896 Pheasant Run,Ranson,WV,25438,2019-04-05,305,Bradawl,1.99,6
Motti,Adams,8896 Pheasant Run,Ranson,WV,25438,2019-04-05,320,Saw,20.99,4
Motti,Adams,8896 Pheasant Run,Ranson,WV,25438,2019-04-05,317,Level,16.99,8
Motti,Adams,8896 Pheasant Run,Ranson,WV,25438,2019-04-05,314,Mallet,12.0,9
Motti,Adams,8896 Pheasant Run,Ranson,WV,25438,2019-04-05,322,Monkeywrench,29.95,4
Lama Su,Doyle,4119 Jackson Avenue,Titusville,FL,32796,2019-04-05,329,Chainsaw,499.99,7
Lama Su,Doyle,4119 Jackson Avenue,Titusville,FL,32796,2019-04-05,316,Anvil,16.2,6
Lama Su,Doyle,4119 Jackson Avenue,Titusville,FL,32796,2019-04-05,315,Pliers,15.99,4
Lama Su,Doyle,4119 Jackson Avenue,Titusville,FL,32796,2019-04-05,322,Monkeywrench,29.95,8
Lama Su,Doyle,4119 Jackson Avenue,Titusville,FL,32796,2019-04-05,307,Sandpaper,3.0,9
Lama Su,Doyle,4119 Jackson Avenue,Titusville,FL,32796,2019-04-05,320,Saw,20.99,4
C-3Po,Mcdaniel,8717 Pheasant Run,Monument Valley,UT,84536,2019-04-05,302,Nut,0.25,7
C-3Po,Mcdaniel,8717 Pheasant Run,Monument Valley,UT,84536,2019-04-05,304,Bolt,1.0,6
C-3Po,Mcdaniel,8717 Pheasant Run,Monument Valley,UT,84536,2019-04-05,327,Ladder,80.0,4
C-3Po,Mcdaniel,8717 Pheasant Run,Monument Valley,UT,84536,2019-04-05,306,Clamp,2.99,8
C-3Po,Mcdaniel,8717 Pheasant Run,Monument Valley,UT,84536,2019-04-05,312,Plane,10.99,9
C-3Po,Mcdaniel,8717 Pheasant Run,Monument Valley,UT,84536,2019-04-05,318,Hacksaw,19.99,4
Rieekan,Benson,6893 Front Street,Millwood,VA,22646,2019-04-05,310,Scraper,7.99,7
Rieekan,Benson,6893 Front Street,Millwood,VA,22646,2019-04-05,326,Drill,69.0,6
Rieekan,Benson,6893 Front Street,Millwood,VA,22646,2019-04-05,301,Nail,0.25,4
Rieekan,Benson,6893 Front Street,Millwood,VA,22646,2019-04-05,304,Bolt,1.0,8
Rieekan,Benson,6893 Front Street,Millwood,VA,22646,2019-04-05,315,Pliers,15.99,9
Rieekan,Benson,6893 Front Street,Millwood,VA,22646,2019-04-05,306,Clamp,2.99,4
Tey How,Barker,6169 Beechwood Drive,Ponce,PR,00717,2019-04-06,322,Monkeywrench,29.95,7
Tey How,Barker,6169 Beechwood Drive,Ponce,PR,00717,2019-04-06,329,Chainsaw,499.99,7
Tey How,Barker,6169 Beechwood Drive,Ponce,PR,00717,2019-04-06,311,Hammer,8.27,7
Tey How,Barker,6169 Beechwood Drive,Ponce,PR,00717,2019-04-06,310,Scraper,7.99,3
Shmi,Adams,4796 Lake Avenue,Atlanta,GA,30316,2019-04-06,323,Hatchet,35.99,7
Shmi,Adams,4796 Lake Avenue,Atlanta,GA,30316,2019-04-06,305,Bradawl,1.99,7
Shmi,Adams,4796 Lake Avenue,Atlanta,GA,30316,2019-04-06,307,Sandpaper,3.0,7
Shmi,Adams,4796 Lake Avenue,Atlanta,GA,30316,2019-04-06,329,Chainsaw,499.99,3
Gold Leader,Le,4069 Sycamore Street,Argonne,WI,54511,2019-04-06,320,Saw,20.99,7
Gold Leader,Le,4069 Sycamore Street,Argonne,WI,54511,2019-04-06,318,Hacksaw,19.99,7
Gold Leader,Le,4069 Sycamore Street,Argonne,WI,54511,2019-04-06,300,Washer,0.1,7
Gold Leader,Le,4069 Sycamore Street,Argonne,WI,54511,2019-04-06,313,Wrench,11.0,3
Padme,Rivera,5882 Inverness Drive,Bard,NM,88411,2019-04-06,307,Sandpaper,3.0,7
Padme,Rivera,5882 Inverness Drive,Bard,NM,88411,2019-04-06,323,Hatchet,35.99,7
Padme,Rivera,5882 Inverness Drive,Bard,NM,88411,2019-04-06,329,Chainsaw,499.99,7
Padme,Rivera,5882 Inverness Drive,Bard,NM,88411,2019-04-06,308,Screwdriver,3.0,3
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-04-07,307,Sandpaper,3.0,8
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-04-07,308,Screwdriver,3.0,6
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-04-07,313,Wrench,11.0,9
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-04-07,303,Screw,0.5,1
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-04-07,318,Hacksaw,19.99,4
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-04-07,320,Saw,20.99,8
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-04-07,318,Hacksaw,19.99,8
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-04-07,311,Hammer,8.27,6
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-04-07,306,Clamp,2.99,9
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-04-07,301,Nail,0.25,1
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-04-07,327,Ladder,80.0,4
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-04-07,314,Mallet,12.0,8
Colonel Datoo,Schmidt,8706 Devonshire Drive,Pleasant Hill,CA,94523,2019-04-07,308,Screwdriver,3.0,8
Colonel Datoo,Schmidt,8706 Devonshire Drive,Pleasant Hill,CA,94523,2019-04-07,313,Wrench,11.0,6
Colonel Datoo,Schmidt,8706 Devonshire Drive,Pleasant Hill,CA,94523,2019-04-07,317,Level,16.99,9
Colonel Datoo,Schmidt,8706 Devonshire Drive,Pleasant Hill,CA,94523,2019-04-07,322,Monkeywrench,29.95,1
Colonel Datoo,Schmidt,8706 Devonshire Drive,Pleasant Hill,CA,94523,2019-04-07,314,Mallet,12.0,4
Colonel Datoo,Schmidt,8706 Devonshire Drive,Pleasant Hill,CA,94523,2019-04-07,320,Saw,20.99,8
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2019-04-07,328,Workbench,300.0,8
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2019-04-07,323,Hatchet,35.99,6
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2019-04-07,329,Chainsaw,499.99,9
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2019-04-07,326,Drill,69.0,1
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2019-04-07,318,Hacksaw,19.99,4
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2019-04-07,320,Saw,20.99,8
Sola,Johnston,2757 Inverness Drive,Parmelee,SD,57566,2019-04-07,321,Axe,27.99,8
Sola,Johnston,2757 Inverness Drive,Parmelee,SD,57566,2019-04-07,328,Workbench,300.0,6
Sola,Johnston,2757 Inverness Drive,Parmelee,SD,57566,2019-04-07,324,Wire,37.0,9
Sola,Johnston,2757 Inverness Drive,Parmelee,SD,57566,2019-04-07,318,Hacksaw,19.99,1
Sola,Johnston,2757 Inverness Drive,Parmelee,SD,57566,2019-04-07,306,Clamp,2.99,4
Sola,Johnston,2757 Inverness Drive,Parmelee,SD,57566,2019-04-07,319,Paint,19.99,8
Orn Free Taa,Benson,6973 Park Avenue,Fairplay,CO,80440,2019-04-07,312,Plane,10.99,8
Orn Free Taa,Benson,6973 Park Avenue,Fairplay,CO,80440,2019-04-07,322,Monkeywrench,29.95,6
Orn Free Taa,Benson,6973 Park Avenue,Fairplay,CO,80440,2019-04-07,325,Toolbox,50.0,9
Orn Free Taa,Benson,6973 Park Avenue,Fairplay,CO,80440,2019-04-07,319,Paint,19.99,1
Orn Free Taa,Benson,6973 Park Avenue,Fairplay,CO,80440,2019-04-07,309,Chisel,4.99,4
Orn Free Taa,Benson,6973 Park Avenue,Fairplay,CO,80440,2019-04-07,320,Saw,20.99,8
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-08,317,Level,16.99,9
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-08,315,Pliers,15.99,6
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-08,325,Toolbox,50.0,4
Dodonna,Gordon,5477 Jefferson Court,Phoenix,AZ,85023,2019-04-08,309,Chisel,4.99,9
Unkar Plutt,Walker,2416 Pheasant Run,Homer,NE,68030,2019-04-08,324,Wire,37.0,9
Unkar Plutt,Walker,2416 Pheasant Run,Homer,NE,68030,2019-04-08,304,Bolt,1.0,6
Unkar Plutt,Walker,2416 Pheasant Run,Homer,NE,68030,2019-04-08,309,Chisel,4.99,4
Unkar Plutt,Walker,2416 Pheasant Run,Homer,NE,68030,2019-04-08,307,Sandpaper,3.0,9
Piett,Johnston,4152 Prospect Street,Beaver,WV,25813,2019-04-08,309,Chisel,4.99,9
Piett,Johnston,4152 Prospect Street,Beaver,WV,25813,2019-04-08,329,Chainsaw,499.99,6
Piett,Johnston,4152 Prospect Street,Beaver,WV,25813,2019-04-08,318,Hacksaw,19.99,4
Piett,Johnston,4152 Prospect Street,Beaver,WV,25813,2019-04-08,316,Anvil,16.2,9
Mace Windu,Greene,9572 9th Street,Windsor,IL,61957,2019-04-08,306,Clamp,2.99,9
Mace Windu,Greene,9572 9th Street,Windsor,IL,61957,2019-04-08,307,Sandpaper,3.0,6
Mace Windu,Greene,9572 9th Street,Windsor,IL,61957,2019-04-08,303,Screw,0.5,4
Mace Windu,Greene,9572 9th Street,Windsor,IL,61957,2019-04-08,320,Saw,20.99,9
Obi-Wan,Todd,3002 Jackson Avenue,Margie,MN,56658,2019-04-09,304,Bolt,1.0,1
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2019-04-10,320,Saw,20.99,5
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2019-04-10,308,Screwdriver,3.0,2
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2019-04-10,325,Toolbox,50.0,9
