first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Tc-14,Jimenez,9297 2nd Street,Saint Joseph,MO,64507,2019-10-01,326,Drill,69.0,9
Tc-14,Jimenez,9297 2nd Street,Saint Joseph,MO,64507,2019-10-01,322,Monkeywrench,29.95,7
Lieutenant Mitaka,Oneill,7853 Devonshire Drive,Minneapolis,MN,55403,2019-10-01,321,Axe,27.99,9
Lieutenant Mitaka,Oneill,7853 Devonshire Drive,Minneapolis,MN,55403,2019-10-01,317,Level,16.99,7
Bib Fortuna,Walker,6829 2nd Street,New York,NY,10177,2019-10-02,328,Workbench,300.0,8
Bib Fortuna,Walker,6829 2nd Street,New York,NY,10177,2019-10-02,319,Paint,19.99,6
Unkar Plutt,Walker,2416 Pheasant Run,Homer,NE,68030,2019-10-02,316,Anvil,16.2,8
Unkar Plutt,Walker,2416 Pheasant Run,Homer,NE,68030,2019-10-02,322,Monkeywrench,29.95,6
Wedge,Schmidt,8114 Valley Road,Schurz,NV,89427,2019-10-03,314,Mallet,12.0,5
Wedge,Schmidt,8114 Valley Road,Schurz,NV,89427,2019-10-03,321,Axe,27.99,9
Wedge,Schmidt,8114 Valley Road,Schurz,NV,89427,2019-10-03,310,Scraper,7.99,8
Wedge,Schmidt,8114 Valley Road,Schurz,NV,89427,2019-10-03,303,Screw,0.5,6
Wedge,Schmidt,8114 Valley Road,Schurz,NV,89427,2019-10-03,307,Sandpaper,3.0,3
C-3Po,Greene,5014 Beechwood Drive,Las Vegas,NV,89143,2019-10-03,306,Clamp,2.99,5
C-3Po,Greene,5014 Beechwood Drive,Las Vegas,NV,89143,2019-10-03,304,Bolt,1.0,9
C-3Po,Greene,5014 Beechwood Drive,Las Vegas,NV,89143,2019-10-03,322,Monkeywrench,29.95,8
C-3Po,Greene,5014 Beechwood Drive,Las Vegas,NV,89143,2019-10-03,301,Nail,0.25,6
C-3Po,Greene,5014 Beechwood Drive,Las Vegas,NV,89143,2019-10-03,310,Scraper,7.99,3
Padme,Le,5873 Briarwood Court,Selden,KS,67757,2019-10-03,305,Bradawl,1.99,5
