first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,320,Saw,20.99,5
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,324,Wire,37.0,2
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,319,Paint,19.99,2
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,312,Plane,10.99,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,309,Chisel,4.99,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,306,Clamp,2.99,7
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,314,Mallet,12.0,4
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,329,Chainsaw,499.99,5
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,327,Ladder,80.0,2
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,310,Scraper,7.99,8
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,321,Axe,27.99,4
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,325,Toolbox,50.0,4
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,311,Hammer,8.27,8
Lama Su,Vincent,2114 4th Street,Ivor,VA,23866,2020-07-01,313,Wrench,11.0,1
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,308,Screwdriver,3.0,5
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,314,Mallet,12.0,2
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,311,Hammer,8.27,2
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,326,Drill,69.0,7
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,309,Chisel,4.99,7
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,300,Washer,0.1,7
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,323,Hatchet,35.99,4
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,304,Bolt,1.0,5
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,310,Scraper,7.99,2
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,317,Level,16.99,8
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,316,Anvil,16.2,4
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,328,Workbench,300.0,4
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,312,Plane,10.99,8
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2020-07-01,301,Nail,0.25,1
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-07-01,306,Clamp,2.99,5
Plo Koon,Bass,3284 9th Street,Fort Mc Coy,FL,32134,2020-07-01,303,Screw,0.5,2
