first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2020-03-01,302,Nut,0.25,1
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2020-03-01,325,Toolbox,50.0,8
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2020-03-01,308,Screwdriver,3.0,3
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2020-03-01,301,Nail,0.25,3
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2020-03-01,316,Anvil,16.2,6
Darth Maul,Walters,7851 Magnolia Court,Hope,ND,58046,2020-03-01,329,Chainsaw,499.99,4
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-03-01,310,Scraper,7.99,1
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-03-01,326,Drill,69.0,8
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-03-01,304,Bolt,1.0,3
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-03-01,311,Hammer,8.27,3
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-03-01,321,Axe,27.99,6
Padme,Woodward,6663 Smith Street,Punta Santiago,PR,00741,2020-03-01,327,Ladder,80.0,4
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2020-03-01,316,Anvil,16.2,1
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2020-03-01,300,Washer,0.1,8
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2020-03-01,322,Monkeywrench,29.95,3
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2020-03-01,325,Toolbox,50.0,3
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2020-03-01,308,Screwdriver,3.0,6
Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,2020-03-01,307,Sandpaper,3.0,4
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2020-03-01,301,Nail,0.25,1
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2020-03-01,308,Screwdriver,3.0,8
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2020-03-01,319,Paint,19.99,3
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2020-03-01,329,Chainsaw,499.99,3
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2020-03-01,322,Monkeywrench,29.95,6
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2020-03-01,327,Ladder,80.0,4
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2020-03-01,312,Plane,10.99,1
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2020-03-01,323,Hatchet,35.99,8
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2020-03-01,300,Washer,0.1,3
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2020-03-01,321,Axe,27.99,3
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2020-03-01,316,Anvil,16.2,6
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2020-03-01,318,Hacksaw,19.99,4
Darth Maul,Wood,1988 Sycamore Drive,Masterson,TX,79058,2020-03-01,311,Hammer,8.27,1
Darth Maul,Wood,1988 Sycamore Drive,Masterson,TX,79058,2020-03-01,323,Hatchet,35.99,8
Darth Maul,Wood,1988 Sycamore Drive,Masterson,TX,79058,2020-03-01,325,Toolbox,50.0,3
Darth Maul,Wood,1988 Sycamore Drive,Masterson,TX,79058,2020-03-01,320,Saw,20.99,3
