first,last,addr,city,state,zip,date,prod_id,prod_desc,unit_price,qty
Plo Koon,Lara,3368 Canterbury Drive,Williamsville,VT,05362,2019-03-01,301,Nail,0.25,5
Plo Koon,Lara,3368 Canterbury Drive,Williamsville,VT,05362,2019-03-01,305,Bradawl,1.99,2
Plo Koon,Lara,3368 Canterbury Drive,Williamsville,VT,05362,2019-03-01,329,Chainsaw,499.99,5
Plo Koon,Lara,3368 Canterbury Drive,Williamsville,VT,05362,2019-03-01,315,Pliers,15.99,5
Beru,Miller,3490 Washington Street,Colorado Springs,CO,80922,2019-03-01,326,Drill,69.0,5
Beru,Miller,3490 Washington Street,Colorado Springs,CO,80922,2019-03-01,318,Hacksaw,19.99,2
Beru,Miller,3490 Washington Street,Colorado Springs,CO,80922,2019-03-01,322,Monkeywrench,29.95,5
Beru,Miller,3490 Washington Street,Colorado Springs,CO,80922,2019-03-01,311,Hammer,8.27,5
Bala-Tik,Zhang,1559 Lake Avenue,Traver,CA,93673,2019-03-01,320,Saw,20.99,5
Bala-Tik,Zhang,1559 Lake Avenue,Traver,CA,93673,2019-03-01,308,Screwdriver,3.0,2
Bala-Tik,Zhang,1559 Lake Avenue,Traver,CA,93673,2019-03-01,318,Hacksaw,19.99,5
Bala-Tik,Zhang,1559 Lake Avenue,Traver,CA,93673,2019-03-01,302,Nut,0.25,5
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-01,301,Nail,0.25,5
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-01,306,Clamp,2.99,2
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-01,313,Wrench,11.0,5
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-01,316,Anvil,16.2,5
Tc-14,Alvarez,4109 Pheasant Run,Superior,WY,82945,2019-03-02,320,Saw,20.99,7
Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,2019-03-03,316,Anvil,16.2,8
Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,2019-03-03,302,Nut,0.25,9
Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,2019-03-03,303,Screw,0.5,3
Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,2019-03-03,305,Bradawl,1.99,7
Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,2019-03-03,319,Paint,19.99,4
Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,2019-03-03,329,Chainsaw,499.99,8
Beru,Gordon,5261 9th Street,Waipahu,HI,96797,2019-03-03,321,Axe,27.99,8
Beru,Gordon,5261 9th Street,Waipahu,HI,96797,2019-03-03,312,Plane,10.99,9
Beru,Gordon,5261 9th Street,Waipahu,HI,96797,2019-03-03,308,Screwdriver,3.0,3
Beru,Gordon,5261 9th Street,Waipahu,HI,96797,2019-03-03,304,Bolt,1.0,7
Beru,Gordon,5261 9th Street,Waipahu,HI,96797,2019-03-03,301,Nail,0.25,4
Beru,Gordon,5261 9th Street,Waipahu,HI,96797,2019-03-03,314,Mallet,12.0,8
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-03,308,Screwdriver,3.0,8
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-03,320,Saw,20.99,9
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-03,316,Anvil,16.2,3
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-03,306,Clamp,2.99,7
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-03,307,Sandpaper,3.0,4
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-03,309,Chisel,4.99,8
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-03,304,Bolt,1.0,8
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-03,322,Monkeywrench,29.95,9
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-03,313,Wrench,11.0,3
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-03,329,Chainsaw,499.99,7
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-03,315,Pliers,15.99,4
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-03,326,Drill,69.0,8
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2019-03-03,307,Sandpaper,3.0,8
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2019-03-03,309,Chisel,4.99,9
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2019-03-03,311,Hammer,8.27,3
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2019-03-03,300,Washer,0.1,7
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2019-03-03,302,Nut,0.25,4
Captain Antilles,Mcdaniel,6326 Heather Lane,Ohatchee,AL,36271,2019-03-03,308,Screwdriver,3.0,8
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-03-03,322,Monkeywrench,29.95,8
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-03-03,325,Toolbox,50.0,9
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-03-03,312,Plane,10.99,3
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-03-03,323,Hatchet,35.99,7
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-03-03,301,Nail,0.25,4
Rey,Aguilar,8339 College Street,Wilmot,WI,53192,2019-03-03,304,Bolt,1.0,8
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-03-04,302,Nut,0.25,4
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-03-04,322,Monkeywrench,29.95,5
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-03-04,318,Hacksaw,19.99,6
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-03-04,310,Scraper,7.99,2
Nute Gunray,Le,2553 Inverness Drive,South San Francisco,CA,94080,2019-03-04,300,Washer,0.1,6
Plo Koon,Bass,7380 Heather Lane,Warner,NH,03278,2019-03-04,328,Workbench,300.0,4
Plo Koon,Bass,7380 Heather Lane,Warner,NH,03278,2019-03-04,306,Clamp,2.99,5
Plo Koon,Bass,7380 Heather Lane,Warner,NH,03278,2019-03-04,327,Ladder,80.0,6
Plo Koon,Bass,7380 Heather Lane,Warner,NH,03278,2019-03-04,304,Bolt,1.0,2
Plo Koon,Bass,7380 Heather Lane,Warner,NH,03278,2019-03-04,316,Anvil,16.2,6
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-04,319,Paint,19.99,4
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-04,302,Nut,0.25,5
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-04,304,Bolt,1.0,6
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-04,328,Workbench,300.0,2
Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,2019-03-04,314,Mallet,12.0,6
Tc-14,Elliott,8425 Washington Street,Las Vegas,NV,89142,2019-03-04,309,Chisel,4.99,4
Tc-14,Elliott,8425 Washington Street,Las Vegas,NV,89142,2019-03-04,321,Axe,27.99,5
Tc-14,Elliott,8425 Washington Street,Las Vegas,NV,89142,2019-03-04,324,Wire,37.0,6
Tc-14,Elliott,8425 Washington Street,Las Vegas,NV,89142,2019-03-04,304,Bolt,1.0,2
Tc-14,Elliott,8425 Washington Street,Las Vegas,NV,89142,2019-03-04,325,Toolbox,50.0,6
Snap,Garza,9534 9th Street,Strong,ME,04983,2019-03-04,305,Bradawl,1.99,4
Snap,Garza,9534 9th Street,Strong,ME,04983,2019-03-04,320,Saw,20.99,5
Snap,Garza,9534 9th Street,Strong,ME,04983,2019-03-04,319,Paint,19.99,6
Snap,Garza,9534 9th Street,Strong,ME,04983,2019-03-04,301,Nail,0.25,2
Snap,Garza,9534 9th Street,Strong,ME,04983,2019-03-04,328,Workbench,300.0,6
Motti,Mcbride,6879 Pheasant Run,Windham,NH,03087,2019-03-05,314,Mallet,12.0,5
Motti,Mcbride,6879 Pheasant Run,Windham,NH,03087,2019-03-05,329,Chainsaw,499.99,5
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-05,302,Nut,0.25,5
Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,2019-03-05,311,Hammer,8.27,5
Rabe,Thornton,2133 Edgewood Road,Red Lodge,MT,59068,2019-03-06,305,Bradawl,1.99,4
Rabe,Thornton,2133 Edgewood Road,Red Lodge,MT,59068,2019-03-06,326,Drill,69.0,3
Rabe,Thornton,2133 Edgewood Road,Red Lodge,MT,59068,2019-03-06,324,Wire,37.0,5
Rabe,Thornton,2133 Edgewood Road,Red Lodge,MT,59068,2019-03-06,329,Chainsaw,499.99,4
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-03-06,301,Nail,0.25,4
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-03-06,310,Scraper,7.99,3
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-03-06,314,Mallet,12.0,5
Senator Ask Aak,Zhang,8559 Route 1,South Wilmington,IL,60474,2019-03-06,313,Wrench,11.0,4
Sola,Francis,8313 Main Street,Central Falls,RI,02863,2019-03-06,317,Level,16.99,4
Sola,Francis,8313 Main Street,Central Falls,RI,02863,2019-03-06,319,Paint,19.99,3
Sola,Francis,8313 Main Street,Central Falls,RI,02863,2019-03-06,303,Screw,0.5,5
Sola,Francis,8313 Main Street,Central Falls,RI,02863,2019-03-06,321,Axe,27.99,4
Motti,Bass,2326 Brookside Drive,Seven Valleys,PA,17360,2019-03-06,320,Saw,20.99,4
Motti,Bass,2326 Brookside Drive,Seven Valleys,PA,17360,2019-03-06,327,Ladder,80.0,3
Motti,Bass,2326 Brookside Drive,Seven Valleys,PA,17360,2019-03-06,317,Level,16.99,5
Motti,Bass,2326 Brookside Drive,Seven Valleys,PA,17360,2019-03-06,308,Screwdriver,3.0,4
Tc-14,Rodriguez,7346 Walnut Street,Petersburg,AK,99833,2019-03-07,319,Paint,19.99,4
Tc-14,Rodriguez,7346 Walnut Street,Petersburg,AK,99833,2019-03-07,304,Bolt,1.0,7
Tc-14,Rodriguez,7346 Walnut Street,Petersburg,AK,99833,2019-03-07,315,Pliers,15.99,6
On Medon,Mcdaniel,5813 Devon Road,Lyman,UT,84749,2019-03-07,313,Wrench,11.0,4
On Medon,Mcdaniel,5813 Devon Road,Lyman,UT,84749,2019-03-07,327,Ladder,80.0,7
On Medon,Mcdaniel,5813 Devon Road,Lyman,UT,84749,2019-03-07,307,Sandpaper,3.0,6
Clone Commander Cody,Vincent,1457 Valley Road,Honolulu,HI,96826,2019-03-07,307,Sandpaper,3.0,4
Clone Commander Cody,Vincent,1457 Valley Road,Honolulu,HI,96826,2019-03-07,304,Bolt,1.0,7
Clone Commander Cody,Vincent,1457 Valley Road,Honolulu,HI,96826,2019-03-07,303,Screw,0.5,6
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-03-08,324,Wire,37.0,9
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-03-08,301,Nail,0.25,4
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-03-08,317,Level,16.99,1
Rabe,Vincent,3541 3rd Street,Salol,MN,56756,2019-03-08,308,Screwdriver,3.0,8
Rieekan,Jimenez,5165 5th Street,Rockbridge,OH,43149,2019-03-08,328,Workbench,300.0,9
Rieekan,Jimenez,5165 5th Street,Rockbridge,OH,43149,2019-03-08,308,Screwdriver,3.0,4
Rieekan,Jimenez,5165 5th Street,Rockbridge,OH,43149,2019-03-08,304,Bolt,1.0,1
Rieekan,Jimenez,5165 5th Street,Rockbridge,OH,43149,2019-03-08,312,Plane,10.99,8
Plo Koon,Vincent,6199 Lake Avenue,Valley Ford,CA,94972,2019-03-08,306,Clamp,2.99,9
Plo Koon,Vincent,6199 Lake Avenue,Valley Ford,CA,94972,2019-03-08,303,Screw,0.5,4
Plo Koon,Vincent,6199 Lake Avenue,Valley Ford,CA,94972,2019-03-08,313,Wrench,11.0,1
Plo Koon,Vincent,6199 Lake Avenue,Valley Ford,CA,94972,2019-03-08,309,Chisel,4.99,8
Motti,Alvarez,3797 Williams Street,Portland,OR,97213,2019-03-08,318,Hacksaw,19.99,9
Motti,Alvarez,3797 Williams Street,Portland,OR,97213,2019-03-08,310,Scraper,7.99,4
Motti,Alvarez,3797 Williams Street,Portland,OR,97213,2019-03-08,326,Drill,69.0,1
Motti,Alvarez,3797 Williams Street,Portland,OR,97213,2019-03-08,300,Washer,0.1,8
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-03-09,302,Nut,0.25,7
Senator Ask Aak,Miller,9727 Devonshire Drive,Ridgeland,MS,39157,2019-03-09,311,Hammer,8.27,3
Obi-Wan,Chen,2756 Heather Lane,Belfast,TN,37019,2019-03-09,327,Ladder,80.0,7
Obi-Wan,Chen,2756 Heather Lane,Belfast,TN,37019,2019-03-09,301,Nail,0.25,3
Padme,Le,1031 Pheasant Run,Las Vegas,NV,89178,2019-03-10,326,Drill,69.0,1
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-03-11,318,Hacksaw,19.99,9
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-03-11,307,Sandpaper,3.0,2
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-03-11,314,Mallet,12.0,7
Jabba,Mitchell,7463 Brookside Drive,Postville,IA,52162,2019-03-11,301,Nail,0.25,1
Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,2019-03-11,324,Wire,37.0,9
Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,2019-03-11,309,Chisel,4.99,2
Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,2019-03-11,322,Monkeywrench,29.95,7
Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,2019-03-11,300,Washer,0.1,1
Beru,Walters,2805 Main Street,Frederick,SD,57441,2019-03-11,322,Monkeywrench,29.95,9
Beru,Walters,2805 Main Street,Frederick,SD,57441,2019-03-11,329,Chainsaw,499.99,2
Beru,Walters,2805 Main Street,Frederick,SD,57441,2019-03-11,301,Nail,0.25,7
Beru,Walters,2805 Main Street,Frederick,SD,57441,2019-03-11,314,Mallet,12.0,1
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2019-03-11,326,Drill,69.0,9
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2019-03-11,310,Scraper,7.99,2
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2019-03-11,324,Wire,37.0,7
Sola,Benson,2138 Lake Street,Alum Creek,WV,25003,2019-03-11,307,Sandpaper,3.0,1
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-03-12,309,Chisel,4.99,2
Orn Free Taa,Zhang,6043 Strawberry Lane,Patterson,AR,72123,2019-03-12,324,Wire,37.0,3
Rey,Ingram,8895 Front Street South,North Matewan,WV,25688,2019-03-12,309,Chisel,4.99,2
Rey,Ingram,8895 Front Street South,North Matewan,WV,25688,2019-03-12,316,Anvil,16.2,3
Colonel Datoo,Doyle,1332 Brookside Drive,Leander,TX,78641,2019-03-13,317,Level,16.99,3
Colonel Datoo,Doyle,1332 Brookside Drive,Leander,TX,78641,2019-03-13,316,Anvil,16.2,8
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-13,309,Chisel,4.99,3
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-13,326,Drill,69.0,8
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-03-14,302,Nut,0.25,4
Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,2019-03-14,318,Hacksaw,19.99,4
Dodonna,Woodward,1204 Williams Street,Finksburg,MD,21048,2019-03-14,301,Nail,0.25,4
Dodonna,Woodward,1204 Williams Street,Finksburg,MD,21048,2019-03-14,329,Chainsaw,499.99,4
Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,2019-03-15,313,Wrench,11.0,1
Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,2019-03-15,301,Nail,0.25,2
Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,2019-03-15,319,Paint,19.99,7
Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,2019-03-15,314,Mallet,12.0,7
Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,2019-03-15,326,Drill,69.0,5
Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,2019-03-15,307,Sandpaper,3.0,2
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-03-15,327,Ladder,80.0,1
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-03-15,320,Saw,20.99,2
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-03-15,318,Hacksaw,19.99,7
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-03-15,300,Washer,0.1,7
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-03-15,326,Drill,69.0,5
Clone Commander Cody,Benson,4836 Front Street,Spring Lake,NC,28390,2019-03-15,313,Wrench,11.0,2
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-15,321,Axe,27.99,1
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-15,329,Chainsaw,499.99,2
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-15,317,Level,16.99,7
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-15,306,Clamp,2.99,7
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-15,303,Screw,0.5,5
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-15,308,Screwdriver,3.0,2
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-03-15,318,Hacksaw,19.99,1
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-03-15,311,Hammer,8.27,2
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-03-15,312,Plane,10.99,7
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-03-15,303,Screw,0.5,7
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-03-15,304,Bolt,1.0,5
Unkar Plutt,Schmidt,9546 Brookside Drive,Chippewa Bay,NY,13623,2019-03-15,325,Toolbox,50.0,2
Tey How,Rivera,2130 Washington Street,Mountlake Terrace,WA,98043,2019-03-15,320,Saw,20.99,1
Tey How,Rivera,2130 Washington Street,Mountlake Terrace,WA,98043,2019-03-15,329,Chainsaw,499.99,2
Tey How,Rivera,2130 Washington Street,Mountlake Terrace,WA,98043,2019-03-15,300,Washer,0.1,7
Tey How,Rivera,2130 Washington Street,Mountlake Terrace,WA,98043,2019-03-15,321,Axe,27.99,7
Tey How,Rivera,2130 Washington Street,Mountlake Terrace,WA,98043,2019-03-15,314,Mallet,12.0,5
Tey How,Rivera,2130 Washington Street,Mountlake Terrace,WA,98043,2019-03-15,305,Bradawl,1.99,2
Tey How,Gordon,5972 9th Street West,West Rutland,VT,05777,2019-03-15,328,Workbench,300.0,1
Tey How,Gordon,5972 9th Street West,West Rutland,VT,05777,2019-03-15,329,Chainsaw,499.99,2
Tey How,Gordon,5972 9th Street West,West Rutland,VT,05777,2019-03-15,315,Pliers,15.99,7
Tey How,Gordon,5972 9th Street West,West Rutland,VT,05777,2019-03-15,302,Nut,0.25,7
Tey How,Gordon,5972 9th Street West,West Rutland,VT,05777,2019-03-15,308,Screwdriver,3.0,5
Tey How,Gordon,5972 9th Street West,West Rutland,VT,05777,2019-03-15,319,Paint,19.99,2
Bib Fortuna,Doyle,3286 Beechwood Drive,Burlington,VT,05401,2019-03-16,328,Workbench,300.0,3
Taun We,Walters,9144 West Avenue,Townville,PA,16360,2019-03-17,326,Drill,69.0,1
Taun We,Walters,9144 West Avenue,Townville,PA,16360,2019-03-17,319,Paint,19.99,1
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2019-03-17,313,Wrench,11.0,1
Gold Leader,Elliott,9326 Sycamore Street,Victor,WV,25938,2019-03-17,325,Toolbox,50.0,1
Bala-Tik,Elliott,9088 Valley Road,Bayport,MN,55003,2019-03-18,317,Level,16.99,9
Bala-Tik,Elliott,9088 Valley Road,Bayport,MN,55003,2019-03-18,316,Anvil,16.2,2
Bala-Tik,Elliott,9088 Valley Road,Bayport,MN,55003,2019-03-18,326,Drill,69.0,4
Bala-Tik,Elliott,9088 Valley Road,Bayport,MN,55003,2019-03-18,318,Hacksaw,19.99,6
Bala-Tik,Elliott,9088 Valley Road,Bayport,MN,55003,2019-03-18,306,Clamp,2.99,8
Tc-14,Jennings,4692 2nd Street,Wilmington,DE,19801,2019-03-18,313,Wrench,11.0,9
Tc-14,Jennings,4692 2nd Street,Wilmington,DE,19801,2019-03-18,314,Mallet,12.0,2
Tc-14,Jennings,4692 2nd Street,Wilmington,DE,19801,2019-03-18,308,Screwdriver,3.0,4
Tc-14,Jennings,4692 2nd Street,Wilmington,DE,19801,2019-03-18,306,Clamp,2.99,6
Tc-14,Jennings,4692 2nd Street,Wilmington,DE,19801,2019-03-18,311,Hammer,8.27,8
Gold Leader,Zhang,9744 Park Avenue,Washington,DC,20202,2019-03-18,309,Chisel,4.99,9
Gold Leader,Zhang,9744 Park Avenue,Washington,DC,20202,2019-03-18,313,Wrench,11.0,2
Gold Leader,Zhang,9744 Park Avenue,Washington,DC,20202,2019-03-18,324,Wire,37.0,4
Gold Leader,Zhang,9744 Park Avenue,Washington,DC,20202,2019-03-18,308,Screwdriver,3.0,6
Gold Leader,Zhang,9744 Park Avenue,Washington,DC,20202,2019-03-18,302,Nut,0.25,8
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-18,308,Screwdriver,3.0,9
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-18,320,Saw,20.99,2
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-18,313,Wrench,11.0,4
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-18,300,Washer,0.1,6
Colonel Datoo,Zhang,3165 Lake Street,Central Lake,MI,49622,2019-03-18,303,Screw,0.5,8
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2019-03-18,302,Nut,0.25,9
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2019-03-18,328,Workbench,300.0,2
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2019-03-18,323,Hatchet,35.99,4
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2019-03-18,320,Saw,20.99,6
Jabba,Walker,9967 Sycamore Drive,Russell,KY,41169,2019-03-18,316,Anvil,16.2,8
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-19,315,Pliers,15.99,8
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-19,327,Ladder,80.0,6
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-19,322,Monkeywrench,29.95,9
On Medon,Mccarthy,6662 Madison Street,Williamsport,MD,21795,2019-03-19,301,Nail,0.25,9
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-03-19,303,Screw,0.5,8
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-03-19,318,Hacksaw,19.99,6
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-03-19,313,Wrench,11.0,9
Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,2019-03-19,309,Chisel,4.99,9
Mace Windu,Burke,1863 Jackson Avenue,Washington,DC,20593,2019-03-19,329,Chainsaw,499.99,8
